rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
5220,501–600,Concordia University,30.7–34.9,5220,21.4,729,24.0,425,40.3,614,34.8,737,80.7,131,Canada,"32,331",31.1,28%,50 : 50,Concordia University,"Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,General Engineering,Geography,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Accounting & Finance,History, Philosophy & Theology,Civil Engineering,Art, Performing Arts & Design,Chemistry,Physics & Astronomy,Sociology,Psychology,Sport Science,Education,Other Health,Business & Management,Chemical Engineering,Economics & Econometrics,Mathematics & Statistics,Computer Science,Biological Sciences",False,False
5230,501–600,Creighton University,30.7–34.9,5230,37.1,220,10.3,883,56.2,477,35.0,724,31.1,750,United States,"8,213",11.3,9%,58 : 42,Creighton University,"Medicine & Dentistry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Sport Science,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Languages, Literature & Linguistics,Education,Geography,Sociology,Business & Management,Accounting & Finance,Law,Psychology,Mathematics & Statistics,Other Health,Communication & Media Studies",False,False
5240,501–600,Diego Portales University,30.7–34.9,5240,15.7,1066,8.7,980,74.7,265,31.8,1047,47.7,488,Chile,"16,348",14.4,2%,48 : 52,Diego Portales University,"Economics & Econometrics,Psychology,Accounting & Finance,General Engineering,Medicine & Dentistry,Communication & Media Studies,Architecture,Civil Engineering,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Sociology,Languages, Literature & Linguistics,Law,Art, Performing Arts & Design,Education",False,False
5250,501–600,East China Normal University,30.7–34.9,5250,25.4,529,20.1,516,46.9,553,46.0,339,47.2,498,China,"27,189",12.6,13%,62 : 38,East China Normal University ecnu,"Sport Science,Business & Management,Communication & Media Studies,Law,Education,Electrical & Electronic Engineering,Economics & Econometrics,Mathematics & Statistics,Physics & Astronomy,Computer Science,Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,Sociology,General Engineering,Chemistry",False,False
5260,501–600,Edith Cowan University,30.7–34.9,5260,20.4,798,20.3,509,52.2,507,36.4,641,77.4,164,Australia,"16,315",35.5,23%,61 : 39,Edith Cowan University ecu edith cowan,"Other Health,Languages, Literature & Linguistics,Civil Engineering,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Education,Mathematics & Statistics,Chemical Engineering,Chemistry,General Engineering,Business & Management,Law,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mechanical & Aerospace Engineering,Sport Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Sociology,Agriculture & Forestry,Psychology",False,False
5270,501–600,Ewha Womans University,30.7–34.9,5270,27.1,460,26.4,381,43.0,583,68.9,137,42.6,571,South Korea,"15,044",14.4,11%,100 : 0,Ewha Womans University,"Architecture,Economics & Econometrics,Sport Science,Sociology,Business & Management,Agriculture & Forestry,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Geography,Accounting & Finance,Education,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Chemistry,Chemical Engineering,Art, Performing Arts & Design,Law,Mathematics & Statistics,Medicine & Dentistry,Veterinary Science",False,False
5280,501–600,Universidade Federal de São Paulo (UNIFESP),30.7–34.9,5280,35.8,245,16.9,609,41.2,605,34.0,793,24.6,858,Brazil,"14,475",9.3,1%,55 : 45,Universidade Federal de São Paulo (UNIFESP),"Mathematics & Statistics,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,Sport Science,Chemistry,Other Health,Chemical Engineering,Computer Science,Accounting & Finance,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sociology,Medicine & Dentistry,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Education,Psychology,Geography",False,False
5290,501–600,Federico Santa María Technical University,30.7–34.9,5290,14.6,1096,10.7,860,64.8,389,40.0,477,51.7,421,Chile,"19,265",30.3,2%,23 : 77,Federico Santa María Technical University,"Accounting & Finance,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,General Engineering,Business & Management,Physics & Astronomy,Chemical Engineering,Economics & Econometrics,Chemistry,Computer Science,Mechanical & Aerospace Engineering,Civil Engineering",False,False
5300,501–600,University of Ferrara,30.7–34.9,5300,21.2,740,10.2,887,69.6,328,34.2,776,44.8,538,Italy,"13,902",8.3,7%,56 : 44,University of Ferrara,"Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Other Health,Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Business & Management,Chemistry,Law,Economics & Econometrics,Sport Science,Computer Science,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences",False,False
5310,501–600,Fujita Health University,30.7–34.9,5310,24.2,586,7.7,1034,74.5,269,35.2,714,17.3,1034,Japan,"2,810",3.1,0%,55 : 45,Fujita Health University Fujita Gakuen Fujita Medical  Fujita Academy,"Biological Sciences,Medicine & Dentistry,Other Health",False,False
5320,501–600,University of Granada,30.7–34.9,5320,22.5,676,19.2,543,46.8,554,32.8,900,50.1,447,Spain,"59,539",17.6,14%,58 : 42,University of Granada,"Mathematics & Statistics,Politics & International Studies (incl Development Studies),Psychology,Biological Sciences,Chemistry,Languages, Literature & Linguistics,Communication & Media Studies,Architecture,History, Philosophy & Theology,Sociology,Chemical Engineering,Education,Accounting & Finance,Geography,Law,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Sport Science,Archaeology,Other Health,Computer Science,Physics & Astronomy,Medicine & Dentistry",False,False
5330,501–600,Harbin Institute of Technology,30.7–34.9,5330,34.4,280,31.9,286,31.4,721,99.0,28,31.6,747,China,"29,395",10.0,9%,31 : 69,Harbin Institute of Technology,"Physics & Astronomy,Languages, Literature & Linguistics,Chemical Engineering,Chemistry,Law,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science,Mathematics & Statistics,General Engineering,Electrical & Electronic Engineering,Civil Engineering",False,False
5340,501–600,University of Hertfordshire,30.7–34.9,5340,18.2,944,11.9,797,54.0,492,32.6,923,79.0,150,United Kingdom,"17,330",17.3,28%,54 : 46,University of Hertfordshire,"Business & Management,General Engineering,Architecture,Physics & Astronomy,Geography,Communication & Media Studies,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sport Science,Psychology,Art, Performing Arts & Design,Education,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Veterinary Science,Sociology,Law,Mathematics & Statistics,Economics & Econometrics",False,False
5350,501–600,Indian Institute of Technology Delhi,30.7–34.9,5350,36.6,231,19.2,544,48.7,537,51.8,257,16.8,1041,India,"7,284",13.3,1%,20 : 80,Indian Institute of Technology Delhi,"Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Computer Science,Communication & Media Studies,Civil Engineering,Chemistry,Business & Management,General Engineering,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",False,False
5360,501–600,Indian Institute of Technology Kanpur,30.7–34.9,5360,32.6,322,21.7,481,38.5,635,92.7,49,19.5,982,India,"6,472",15.2,1%,14 : 86,Indian Institute of Technology Kanpur,"Biological Sciences,General Engineering,Civil Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Psychology,Chemical Engineering",False,False
5370,501–600,Indian Institute of Technology Kharagpur,30.7–34.9,5370,32.6,323,29.5,319,43.3,578,73.7,114,16.8,1042,India,"11,016",18.0,0%,16 : 84,Indian Institute of Technology Kharagpur,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Architecture,Electrical & Electronic Engineering,Mathematics & Statistics,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Agriculture & Forestry,General Engineering,Chemical Engineering,Physics & Astronomy,Business & Management",False,False
5380,501–600,Indian Institute of Technology Roorkee,30.7–34.9,5380,30.2,383,18.1,578,56.1,479,69.9,132,16.0,1058,India,"8,240",14.1,1%,16 : 84,Indian Institute of Technology Roorkee,"Computer Science,Physics & Astronomy,Architecture,Biological Sciences,Civil Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemistry,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False
5390,501–600,University of Ioannina,30.7–34.9,5390,19.2,865,14.9,677,68.1,350,36.5,639,42.7,569,Greece,"21,672",41.6,4%,57 : 43,University of Ioannina,"Languages, Literature & Linguistics,General Engineering,Medicine & Dentistry,Chemistry,Economics & Econometrics,Agriculture & Forestry,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Psychology,Archaeology,Business & Management,Biological Sciences,Other Health,History, Philosophy & Theology,Computer Science,Education,Mathematics & Statistics,Accounting & Finance",False,False
5400,501–600,ITMO University,30.7–34.9,5400,26.5,484,17.8,587,44.3,570,67.7,148,50.3,444,Russian Federation,"10,582",9.5,13%,37 : 63,ITMO University,"Agriculture & Forestry,Other Health,Chemical Engineering,Biological Sciences,Mechanical & Aerospace Engineering,Communication & Media Studies,Art, Performing Arts & Design,Education,General Engineering,Accounting & Finance,Business & Management,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Law,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering",False,False
5410,501–600,Johannes Kepler University of Linz,30.7–34.9,5410,26.3,492,15.3,659,49.8,526,53.7,238,59.9,320,Austria,"6,449",11.0,10%,52 : 48,Johannes Kepler University of Linz,"Education,Law,Accounting & Finance,Chemical Engineering,Sociology,Politics & International Studies (incl Development Studies),Physics & Astronomy,Psychology,Mathematics & Statistics,General Engineering,Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering,Economics & Econometrics,Biological Sciences,Medicine & Dentistry,Business & Management,Chemistry",False,False
5420,501–600,Keele University,30.7–34.9,5420,19.8,833,19.5,536,54.5,486,33.8,807,73.4,199,United Kingdom,"7,985",13.9,23%,57 : 43,Keele University,"Art, Performing Arts & Design,Business & Management,Communication & Media Studies,Chemistry,History, Philosophy & Theology,Accounting & Finance,Sport Science,Geography,Other Health,Mathematics & Statistics,Sociology,Veterinary Science,Economics & Econometrics,Languages, Literature & Linguistics,Law,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Medicine & Dentistry,Biological Sciences,Education,Physics & Astronomy",False,False
5430,501–600,Kent State University,30.7–34.9,5430,23.8,603,16.9,610,60.2,439,32.1,996,37.3,651,United States,"23,647",18.6,9%,59 : 41,Kent State University,"Physics & Astronomy,Geography,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Communication & Media Studies,Medicine & Dentistry,Computer Science,Art, Performing Arts & Design,Sociology,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Biological Sciences,Business & Management,Chemistry,History, Philosophy & Theology,Psychology,Veterinary Science",False,False
5440,501–600,King Fahd University of Petroleum and Minerals,30.7–34.9,5440,26.8,474,12.8,753,37.4,645,61.7,182,85.5,95,Saudi Arabia,"6,471",6.1,20%,0 : 100,King Fahd University of Petroleum and Minerals,"Accounting & Finance,General Engineering,Physics & Astronomy,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Computer Science",False,False
5450,501–600,King Saud University,30.7–34.9,5450,24.5,572,27.6,352,30.7,729,95.1,42,78.8,151,Saudi Arabia,"34,489",9.3,10%,,King Saud University,"Physics & Astronomy,Veterinary Science,Geography,Languages, Literature & Linguistics,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sport Science,Computer Science,Biological Sciences,Psychology,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics,Business & Management,Other Health,Sociology,Education,General Engineering,Chemistry",False,False
5460,501–600,Konkuk University,30.7–34.9,5460,33.1,308,32.5,274,23.3,822,39.4,503,40.5,606,South Korea,"15,229",28.0,12%,55 : 45,Konkuk University,"Physics & Astronomy,Biological Sciences,Education,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Architecture,Law,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemistry,Chemical Engineering,Other Health,Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Sociology,Civil Engineering,Psychology,General Engineering,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Sport Science,Veterinary Science,Geography",False,False
5470,501–600,Lappeenranta-Lahti University of Technology LUT,30.7–34.9,5470,26.7,478,26.5,374,32.6,701,55.8,223,58.7,332,Finland,"3,622",23.4,19%,30 : 70,Lappeenranta-Lahti University of Technology LUT,"Chemical Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Sociology,Business & Management,Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences",False,False
5480,501–600,Lehigh University,30.7–34.9,5480,24.7,568,19.9,522,54.5,487,36.6,633,40.5,607,United States,"6,476",11.4,16%,45 : 55,Lehigh University,"Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Education,Psychology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sociology,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,History, Philosophy & Theology,Other Health,General Engineering,Computer Science,Business & Management,Mathematics & Statistics",False,False
5490,501–600,University of Limerick,30.7–34.9,5490,22.1,698,19.9,523,46.5,555,36.0,673,85.0,99,Ireland,"13,302",20.3,18%,48 : 52,University of Limerick,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy,Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies,Law,Accounting & Finance,Business & Management,Mathematics & Statistics,Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Architecture,Psychology,Other Health,Computer Science,Chemistry,Education",False,False
5500,501–600,Lincoln University,30.7–34.9,5500,29.1,414,16.1,632,41.8,602,36.6,634,83.7,112,New Zealand,"2,455",4.3,34%,48 : 52,Lincoln University,"Sport Science,Accounting & Finance,Economics & Econometrics,Biological Sciences,Business & Management,Geology, Environmental, Earth & Marine Sciences,Computer Science,Agriculture & Forestry,Sociology,Architecture",False,False
5510,501–600,University of Lisbon,30.7–34.9,5510,24.0,594,22.6,463,53.2,498,36.8,624,49.4,459,Portugal,"49,682",18.6,10%,50 : 50,University of Lisbon,"Accounting & Finance,Law,Mathematics & Statistics,Sport Science,Sociology,Business & Management,General Engineering,Psychology,Archaeology,Computer Science,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Medicine & Dentistry,Veterinary Science,Education,Electrical & Electronic Engineering,Geography,Other Health,Mechanical & Aerospace Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Chemistry",False,False
5520,501–600,Liverpool John Moores University,30.7–34.9,5520,18.0,960,14.7,684,62.7,406,32.7,913,66.8,251,United Kingdom,"18,270",18.2,13%,54 : 46,Liverpool John Moores University,"Sport Science,Art, Performing Arts & Design,Education,Civil Engineering,Electrical & Electronic Engineering,Other Health,Architecture,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Veterinary Science,Sociology,Computer Science,Accounting & Finance,Business & Management,Geography,Mechanical & Aerospace Engineering,Psychology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Law,Mathematics & Statistics,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies",False,False
5530,501–600,University of Lorraine,30.7–34.9,5530,21.9,709,11.3,830,60.7,431,37.8,579,58.0,344,France,"55,606",18.4,15%,52 : 48,University of Lorraine,"Biological Sciences,Other Health,Economics & Econometrics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Architecture,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Education,Veterinary Science,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Chemistry,Business & Management,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Law,Geology, Environmental, Earth & Marine Sciences,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Sport Science,Sociology",False,False
5540,501–600,Mahidol University,30.7–34.9,5540,27.1,462,16.0,635,43.4,576,60.0,195,45.0,535,Thailand,"28,996",10.5,3%,63 : 37,Mahidol University,"Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Chemistry,Electrical & Electronic Engineering,Medicine & Dentistry,Other Health,Sociology,Economics & Econometrics,Physics & Astronomy,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Biological Sciences,General Engineering,Sport Science,Communication & Media Studies,Computer Science,Geography,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering",False,False
5550,501–600,Masaryk University,30.7–34.9,5550,22.2,692,22.7,461,42.8,588,33.7,822,56.3,362,Czech Republic,"34,756",22.4,20%,62 : 38,Masaryk University,"Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Chemistry,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geography,Business & Management,Archaeology,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,Chemical Engineering,Other Health,Accounting & Finance,Physics & Astronomy,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Law,Education,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Psychology",False,False
5560,501–600,Memorial University of Newfoundland,30.7–34.9,5560,19.1,872,16.1,634,55.9,480,49.5,290,58.3,338,Canada,"15,116",12.9,15%,57 : 43,Memorial University of Newfoundland,"Psychology,Biological Sciences,History, Philosophy & Theology,Geography,Business & Management,Chemistry,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Medicine & Dentistry,Sociology,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Sport Science,General Engineering,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Archaeology,Mathematics & Statistics,Other Health,Accounting & Finance,Electrical & Electronic Engineering",False,False
5570,501–600,Missouri University of Science and Technology,30.7–34.9,5570,26.2,497,23.9,427,40.6,612,47.5,316,65.9,261,United States,"8,146",23.7,17%,23 : 77,Missouri University of Science and Technology,"General Engineering,Communication & Media Studies,History, Philosophy & Theology,Education,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Psychology,Civil Engineering,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Computer Science",False,False
5580,501–600,Montana State University,30.7–34.9,5580,18.1,953,18.2,575,66.1,370,48.2,304,27.2,820,United States,"14,023",18.8,4%,46 : 54,Montana State University,"Chemical Engineering,Architecture,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Chemistry,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Veterinary Science,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Physics & Astronomy,Business & Management,Agriculture & Forestry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Computer Science,Sport Science,History, Philosophy & Theology,Accounting & Finance,General Engineering",False,False
5590,501–600,Nantes Université,30.7–34.9,5590,20.2,810,19.3,542,55.7,482,36.2,658,46.8,504,France,"37,231",24.7,10%,56 : 44,Nantes Université,"History, Philosophy & Theology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Chemistry,Sociology,Art, Performing Arts & Design,Medicine & Dentistry,Archaeology,Education,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Chemical Engineering,Law,Economics & Econometrics,General Engineering,Geography,Civil Engineering,Psychology,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management",False,False
5600,501–600,National and Kapodistrian University of Athens,30.7–34.9,5600,26.3,493,13.6,722,54.4,489,49.3,291,46.2,512,Greece,"60,850",32.9,9%,60 : 40,National and Kapodistrian University of Athens,"Computer Science,Law,Economics & Econometrics,Veterinary Science,Physics & Astronomy,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Archaeology,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Agriculture & Forestry,Psychology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Architecture,Other Health,Sport Science,Geography,Business & Management,General Engineering,Communication & Media Studies",False,False
5610,501–600,National Cheng Kung University (NCKU),30.7–34.9,5610,28.3,430,38.2,204,28.3,754,99.8,16,31.9,744,Taiwan,"21,337",14.4,11%,36 : 64,National Cheng Kung University (NCKU),"Architecture,Business & Management,Law,Politics & International Studies (incl Development Studies),Archaeology,Education,Biological Sciences,Accounting & Finance,Chemistry,Economics & Econometrics,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Computer Science,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Medicine & Dentistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sport Science",False,False
5620,501–600,National Taiwan Normal University,30.7–34.9,5620,28.8,421,33.5,260,25.3,800,82.9,83,47.9,484,Taiwan,"10,718",12.9,26%,56 : 44,National Taiwan Normal University ntnu,"Geography,Chemical Engineering,Sociology,Sport Science,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,Politics & International Studies (incl Development Studies),Psychology,Education,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,General Engineering,Other Health,Economics & Econometrics,Mathematics & Statistics,Computer Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemistry,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
5630,501–600,New Jersey Institute of Technology,30.7–34.9,5630,19.7,840,14.7,686,59.7,445,34.2,780,55.4,371,United States,"11,423",21.1,18%,24 : 76,New Jersey Institute of Technology,"Civil Engineering,Other Health,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Chemistry,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Communication & Media Studies,Law,Computer Science,Biological Sciences,Mathematics & Statistics,Psychology",False,False
5640,501–600,Northumbria University,30.7–34.9,5640,19.1,874,15.2,663,50.3,523,32.4,954,65.1,269,United Kingdom,"22,175",17.8,16%,54 : 46,Northumbria University,"Sport Science,Law,Civil Engineering,Computer Science,Accounting & Finance,Biological Sciences,Psychology,Other Health,Sociology,General Engineering,Geography,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Communication & Media Studies,Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Physics & Astronomy",False,False
5650,501–600,NOVA University of Lisbon,30.7–34.9,5650,24.8,563,24.8,411,46.5,556,43.9,375,55.9,366,Portugal,"19,495",19.1,14%,49 : 51,NOVA University of Lisbon,"Law,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Languages, Literature & Linguistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Computer Science,Economics & Econometrics,Accounting & Finance,Agriculture & Forestry,Education,History, Philosophy & Theology,Archaeology,Business & Management,Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Communication & Media Studies,Chemical Engineering,Sociology",False,False
5660,501–600,Oklahoma State University,30.7–34.9,5660,27.5,451,22.4,467,42.5,590,36.1,668,29.8,774,United States,"21,677",22.1,6%,49 : 51,Oklahoma State University,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Psychology,Mathematics & Statistics,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Archaeology,Business & Management,Politics & International Studies (incl Development Studies),Chemistry,Civil Engineering,Agriculture & Forestry,History, Philosophy & Theology,Architecture,Education,Other Health,Geography,Sport Science,Computer Science,Biological Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Physics & Astronomy",False,False
